system   I             system.c:245  al_install_system                [   0.00034] Allegro version: 5.1.12 (WIP)
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [   0.65680] waiting for display 006ACC60's thread to end
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.65684] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.65687] Format 12 failed.
d3d      D         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.65741] d3d_display = 006ACC60
d3d      D         d3d_disp.cpp:1710 d3d_create_display_internals     [   0.65743] win_display = 006ACC60
d3d      D         d3d_disp.cpp:1711 d3d_create_display_internals     [   0.65744] al_display  = 006ACC60
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.65746] Trying format 55.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.65787] Chose a display format: 13
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.65790] Normal window.
d3d      I         d3d_disp.cpp:776  d3d_create_device                [   0.66210] Chose depth stencil format 77
d3d      D         d3d_disp.cpp:804  d3d_create_device                [   0.67125] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:809  d3d_create_device                [   0.67969] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:814  d3d_create_device                [   0.68834] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:820  d3d_create_device                [   0.69710] CreateDevice failed: UNKNOWN
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [   0.69713] destroying display 006ACC60 (current 00000000)
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [   0.69716] waiting for display 006ACC60's thread to end
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.69719] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.69722] Format 13 failed.
d3d      D         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.69788] d3d_display = 006ACC60
d3d      D         d3d_disp.cpp:1710 d3d_create_display_internals     [   0.69791] win_display = 006ACC60
d3d      D         d3d_disp.cpp:1711 d3d_create_display_internals     [   0.69792] al_display  = 006ACC60
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.69794] Trying format 63.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.69820] Chose a display format: 13
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.69832] Normal window.
d3d      I         d3d_disp.cpp:776  d3d_create_device                [   0.70276] Chose depth stencil format 80
d3d      D         d3d_disp.cpp:804  d3d_create_device                [   0.71183] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:809  d3d_create_device                [   0.72047] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:814  d3d_create_device                [   0.72925] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:820  d3d_create_device                [   0.73773] CreateDevice failed: UNKNOWN
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [   0.73777] destroying display 006ACC60 (current 00000000)
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [   0.73780] waiting for display 006ACC60's thread to end
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.73783] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.73786] Format 14 failed.
d3d      D         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.73841] d3d_display = 006ACC60
d3d      D         d3d_disp.cpp:1710 d3d_create_display_internals     [   0.73843] win_display = 006ACC60
d3d      D         d3d_disp.cpp:1711 d3d_create_display_internals     [   0.73844] al_display  = 006ACC60
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.73846] Trying format 64.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.73892] Chose a display format: 13
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.73896] Normal window.
d3d      I         d3d_disp.cpp:776  d3d_create_device                [   0.74267] Chose depth stencil format 80
d3d      D         d3d_disp.cpp:804  d3d_create_device                [   0.75168] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:809  d3d_create_device                [   0.75986] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:814  d3d_create_device                [   0.76855] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:820  d3d_create_device                [   0.77698] CreateDevice failed: UNKNOWN
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [   0.77702] destroying display 006ACC60 (current 00000000)
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [   0.77705] waiting for display 006ACC60's thread to end
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.77708] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.77711] Format 15 failed.
d3d      D         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.77770] d3d_display = 006ACC60
d3d      D         d3d_disp.cpp:1710 d3d_create_display_internals     [   0.77772] win_display = 006ACC60
d3d      D         d3d_disp.cpp:1711 d3d_create_display_internals     [   0.77773] al_display  = 006ACC60
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.77775] Trying format 144.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.77804] Chose a display format: 23
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.77815] Normal window.
d3d      I         d3d_disp.cpp:779  d3d_create_device                [   0.78158] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:804  d3d_create_device                [   0.79103] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:809  d3d_create_device                [   0.80070] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:814  d3d_create_device                [   0.80939] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:820  d3d_create_device                [   0.81801] CreateDevice failed: UNKNOWN
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [   0.81804] destroying display 006ACC60 (current 00000000)
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [   0.81808] waiting for display 006ACC60's thread to end
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.81811] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.81813] Format 16 failed.
d3d      D         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.81873] d3d_display = 006ACC60
d3d      D         d3d_disp.cpp:1710 d3d_create_display_internals     [   0.81877] win_display = 006ACC60
d3d      D         d3d_disp.cpp:1711 d3d_create_display_internals     [   0.81878] al_display  = 006ACC60
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.81880] Trying format 145.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.81915] Chose a display format: 23
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.81918] Normal window.
d3d      I         d3d_disp.cpp:779  d3d_create_device                [   0.82288] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:804  d3d_create_device                [   0.83207] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:809  d3d_create_device                [   0.84045] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:814  d3d_create_device                [   0.84908] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:820  d3d_create_device                [   0.85766] CreateDevice failed: UNKNOWN
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [   0.85769] destroying display 006ACC60 (current 00000000)
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [   0.85773] waiting for display 006ACC60's thread to end
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.85776] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.85779] Format 17 failed.
d3d      D         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.85833] d3d_display = 006ACC60
d3d      D         d3d_disp.cpp:1710 d3d_create_display_internals     [   0.85835] win_display = 006ACC60
d3d      D         d3d_disp.cpp:1711 d3d_create_display_internals     [   0.85836] al_display  = 006ACC60
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.85838] Trying format 153.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.85883] Chose a display format: 23
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.85887] Normal window.
d3d      I         d3d_disp.cpp:776  d3d_create_device                [   0.86328] Chose depth stencil format 75
d3d      D         d3d_disp.cpp:804  d3d_create_device                [   0.87189] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:809  d3d_create_device                [   0.88017] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:814  d3d_create_device                [   0.88874] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:820  d3d_create_device                [   0.89746] CreateDevice failed: UNKNOWN
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [   0.89749] destroying display 006ACC60 (current 00000000)
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [   0.89752] waiting for display 006ACC60's thread to end
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.89755] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.89758] Format 18 failed.
d3d      D         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.89816] d3d_display = 006ACC60
d3d      D         d3d_disp.cpp:1710 d3d_create_display_internals     [   0.89818] win_display = 006ACC60
d3d      D         d3d_disp.cpp:1711 d3d_create_display_internals     [   0.89819] al_display  = 006ACC60
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.89820] Trying format 154.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.89871] Chose a display format: 23
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.89874] Normal window.
d3d      I         d3d_disp.cpp:776  d3d_create_device                [   0.90247] Chose depth stencil format 75
d3d      D         d3d_disp.cpp:804  d3d_create_device                [   0.91134] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:809  d3d_create_device                [   0.91930] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:814  d3d_create_device                [   0.92818] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:820  d3d_create_device                [   0.93679] CreateDevice failed: UNKNOWN
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [   0.93682] destroying display 006ACC60 (current 00000000)
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [   0.93686] waiting for display 006ACC60's thread to end
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.93689] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.93691] Format 19 failed.
d3d      D         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.93752] d3d_display = 006ACC60
d3d      D         d3d_disp.cpp:1710 d3d_create_display_internals     [   0.93755] win_display = 006ACC60
d3d      D         d3d_disp.cpp:1711 d3d_create_display_internals     [   0.93757] al_display  = 006ACC60
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.93758] Trying format 162.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.93804] Chose a display format: 23
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.93807] Normal window.
d3d      I         d3d_disp.cpp:776  d3d_create_device                [   0.94129] Chose depth stencil format 77
d3d      D         d3d_disp.cpp:804  d3d_create_device                [   0.95070] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:809  d3d_create_device                [   0.95963] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:814  d3d_create_device                [   0.96840] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:820  d3d_create_device                [   0.97697] CreateDevice failed: UNKNOWN
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [   0.97701] destroying display 006ACC60 (current 00000000)
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [   0.97704] waiting for display 006ACC60's thread to end
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.97707] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.97710] Format 20 failed.
d3d      D         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.97767] d3d_display = 006ACC60
d3d      D         d3d_disp.cpp:1710 d3d_create_display_internals     [   0.97769] win_display = 006ACC60
d3d      D         d3d_disp.cpp:1711 d3d_create_display_internals     [   0.97770] al_display  = 006ACC60
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.97772] Trying format 163.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.97815] Chose a display format: 23
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.97817] Normal window.
d3d      I         d3d_disp.cpp:776  d3d_create_device                [   0.98154] Chose depth stencil format 77
d3d      D         d3d_disp.cpp:804  d3d_create_device                [   0.99052] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:809  d3d_create_device                [   1.00090] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:814  d3d_create_device                [   1.00932] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:820  d3d_create_device                [   1.01734] CreateDevice failed: UNKNOWN
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [   1.01738] destroying display 006ACC60 (current 00000000)
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [   1.01741] waiting for display 006ACC60's thread to end
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   1.01744] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   1.01747] Format 21 failed.
d3d      D         d3d_disp.cpp:1709 d3d_create_display_internals     [   1.01819] d3d_display = 006ACC60
d3d      D         d3d_disp.cpp:1710 d3d_create_display_internals     [   1.01823] win_display = 006ACC60
d3d      D         d3d_disp.cpp:1711 d3d_create_display_internals     [   1.01825] al_display  = 006ACC60
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   1.01827] Trying format 171.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   1.01902] Chose a display format: 23
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   1.01906] Normal window.
d3d      I         d3d_disp.cpp:776  d3d_create_device                [   1.02273] Chose depth stencil format 80
d3d      D         d3d_disp.cpp:804  d3d_create_device                [   1.03158] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:809  d3d_create_device                [   1.03964] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:814  d3d_create_device                [   1.04827] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:820  d3d_create_device                [   1.05705] CreateDevice failed: UNKNOWN
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [   1.05709] destroying display 006ACC60 (current 00000000)
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [   1.05712] waiting for display 006ACC60's thread to end
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   1.05715] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   1.05717] Format 22 failed.
d3d      D         d3d_disp.cpp:1709 d3d_create_display_internals     [   1.05776] d3d_display = 006ACC60
d3d      D         d3d_disp.cpp:1710 d3d_create_display_internals     [   1.05778] win_display = 006ACC60
d3d      D         d3d_disp.cpp:1711 d3d_create_display_internals     [   1.05780] al_display  = 006ACC60
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   1.05781] Trying format 172.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   1.05816] Chose a display format: 23
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   1.05819] Normal window.
d3d      I         d3d_disp.cpp:776  d3d_create_device                [   1.06193] Chose depth stencil format 80
